Month,Division,Account,Shipped_Sales,Shipped_COGS,Margin_Dollars,Units,Transactions,Margin_Pct
7,Division A - Core/Licensed,Retailer 036,139756.08,99843.94,39912.14,29744,37,28.56
7,Division A - Core/Licensed,Specialty Retailer B,416171.46,332468.28,83703.18,116384,51,20.11
7,Division A - Core/Licensed,Retailer 035,15419.66,10096.21,5323.45,3221,1,34.52
7,Division A - Core/Licensed,Off-Price Retailer C,584985.34,383248.72,201736.62,43198,32,34.49
7,Division A - Core/Licensed,Specialty Retailer D,7335.38,4242.3,3093.08,1244,1,42.17
7,Division A - Core/Licensed,Retailer 038,3562.56,2703.42,859.14,589,1,24.12
7,Division A - Core/Licensed,Value Retailer B,163607.46,98613.72,64993.74,19763,16,39.73
7,Division A - Core/Licensed,Value Retailer A,70129.72,47124.61,23005.11,12308,8,32.8
7,Division A - Core/Licensed,Department Store A,1094231.11,799761.21,294469.9,207287,93,26.91
7,Division A - Core/Licensed,Department Store B,440934.15,296971.08,143963.07,93256,116,32.65
7,Division A - Core/Licensed,Retailer 024,40382.43,28133.09,12249.34,8653,3,30.33
7,Division A - Core/Licensed,Brand Direct B,51449.4,33366.14,18083.26,9856,6,35.15
7,Division A - Core/Licensed,Specialty Retailer A,963994.55,700623.82,263370.73,218768,99,27.32
7,Division A - Core/Licensed,Off-Price Retailer A,67471.44,51367.61,16103.83,19466,9,23.87
7,Division A - Core/Licensed,E-Commerce A,100702.41,59476.4,41226.01,19297,5,40.94
7,Division A - Core/Licensed,Retailer 022,477619.24,315440.82,162178.42,83483,22,33.96
7,Division A - Core/Licensed,National Retailer B,1432429.23,1105360.52,327068.71,375237,48,22.83
7,Division A - Core/Licensed,National Retailer A,1222879.97,989878.54,233001.43,346998,122,19.05
7,Division A - Core/Licensed,Retailer 047,3019.52,3010.9,8.62,907,2,0.29
7,Division A - Core/Licensed,Specialty Retailer C,180.56,293.97,-113.41,141,44,-62.81
7,Division C - Global Brands,Retailer 054,31708.01,18318.66,13389.35,3608,48,42.23
7,Division C - Global Brands,Retailer 033,38581.75,22282.94,16298.81,5437,46,42.24
7,Division C - Global Brands,Retailer 026,87185.87,69909.23,17276.64,12723,12,19.82
7,Division C - Global Brands,Department Store C,502395.9,325186.36,177209.54,69124,23,35.27
7,Division C - Global Brands,Retailer 044,15864.45,8881.8,6982.65,1937,10,44.01
7,Division C - Global Brands,Brand Direct A,1200741.42,888748.29,311993.13,174128,714,25.98
7,Division C - Global Brands,Retailer 030,3757.81,1892.25,1865.56,439,2,49.64
7,Division C - Global Brands,Retailer 061,21124.53,11113.86,10010.67,2648,4,47.39
7,Division C - Global Brands,Retailer 049,50699.23,32025.01,18674.22,9178,1,36.83
7,Division C - Global Brands,Retailer 043,68743.21,95217.4,-26474.19,11658,25,-38.51
7,Division C - Global Brands,Department Store A,204054.49,171948.71,32105.78,48261,33,15.73
7,Division C - Global Brands,Department Store B,84242.02,49389.36,34852.66,10372,30,41.37
7,Division C - Global Brands,Brand Direct B,173380.91,153831.98,19548.93,27508,4,11.28
7,Division C - Global Brands,Retailer 027,26302.42,15953.08,10349.34,3093,2,39.35
7,Division C - Global Brands,Retailer 051,26694.73,19164.58,7530.15,2754,10,28.21
7,Division C - Global Brands,Off-Price Retailer A,2761744.78,2034245.23,727499.55,469357,112,26.34
7,Division C - Global Brands,Department Store D,76013.17,74216.58,1796.59,16317,3,2.36
7,Division C - Global Brands,Retailer 057,128121.93,111503.85,16618.08,17927,4,12.97
7,Division C - Global Brands,Specialty Retailer C,302680.69,233784.52,68896.17,36839,649,22.76
7,Division D - Core/Licensed,Retailer 028,180398.45,125498.14,54900.31,19563,6,30.43
7,Division D - Core/Licensed,Retailer 033,19344.99,9730.77,9614.22,3394,10,49.7
7,Division D - Core/Licensed,Retailer 026,10111.88,6325.54,3786.34,2189,1,37.44
7,Division D - Core/Licensed,Department Store C,163520.91,87267.13,76253.78,24506,11,46.63
7,Division D - Core/Licensed,Retailer 067,3922.8,2580.52,1342.28,554,5,34.22
7,Division D - Core/Licensed,Retailer 036,4085.46,2050.51,2034.95,547,3,49.81
7,Division D - Core/Licensed,Specialty Retailer B,266897.56,221460.4,45437.16,80809,29,17.02
7,Division D - Core/Licensed,Off-Price Retailer C,475128.37,321596.98,153531.39,25697,34,32.31
7,Division D - Core/Licensed,Retailer 040,140016.3,99207.63,40808.67,21998,19,29.15
7,Division D - Core/Licensed,Specialty Retailer D,175333.96,115322.3,60011.66,13884,7,34.23
7,Division D - Core/Licensed,Retailer 059,11980.71,8949.49,3031.22,2258,4,25.3
7,Division D - Core/Licensed,Value Retailer B,120468.16,77953.04,42515.12,16042,9,35.29
7,Division D - Core/Licensed,Value Retailer A,174533.41,117302.41,57231.0,29220,9,32.79
7,Division D - Core/Licensed,Department Store A,847965.38,600058.95,247906.43,144869,30,29.24
7,Division D - Core/Licensed,Department Store B,546704.69,383852.31,162852.38,85077,112,29.79
7,Division D - Core/Licensed,Retailer 024,244576.45,165143.22,79433.23,51789,20,32.48
7,Division D - Core/Licensed,Retailer 025,136630.54,85144.38,51486.16,17637,11,37.68
7,Division D - Core/Licensed,Brand Direct B,146336.63,85467.45,60869.18,12311,4,41.6
7,Division D - Core/Licensed,Specialty Retailer A,133402.45,98843.46,34558.99,26335,16,25.91
7,Division D - Core/Licensed,Off-Price Retailer A,1595365.62,1263126.91,332238.71,363758,86,20.83
7,Division D - Core/Licensed,E-Commerce A,107757.55,75113.0,32644.55,13450,3,30.29
7,Division D - Core/Licensed,National Retailer B,2742290.92,1719887.51,1022403.41,591932,38,37.28
7,Division D - Core/Licensed,Department Store E,247041.37,190735.71,56305.66,24264,10,22.79
7,Division D - Core/Licensed,Retailer 069,1402.37,929.94,472.43,172,7,33.69
7,Division D - Core/Licensed,National Retailer A,540247.73,387793.45,152454.28,111262,19,28.22
7,Division D - Core/Licensed,Retailer 047,28.65,16.74,11.91,6,1,41.57
7,Division D - Core/Licensed,Specialty Retailer C,48.15,75.13,-26.98,18,10,-56.03
7,Division E - Lifestyle,Department Store C,43453.08,25955.43,17497.65,3805,4,40.27
7,Division E - Lifestyle,Specialty Retailer B,69779.67,56312.29,13467.38,10336,3,19.3
7,Division E - Lifestyle,Off-Price Retailer C,72349.24,49253.9,23095.34,6203,5,31.92
7,Division E - Lifestyle,Retailer 040,22932.89,17439.48,5493.41,5003,17,23.95
7,Division E - Lifestyle,Specialty Retailer D,190806.0,126325.71,64480.29,28023,29,33.79
7,Division E - Lifestyle,Value Retailer A,109954.9,74976.71,34978.19,30663,32,31.81
7,Division E - Lifestyle,Department Store A,2303225.05,1874557.76,428667.29,538165,244,18.61
7,Division E - Lifestyle,Department Store B,89914.82,72658.92,17255.9,14602,93,19.19
7,Division E - Lifestyle,Brand Direct B,29028.47,20244.0,8784.47,5309,2,30.26
7,Division E - Lifestyle,Specialty Retailer A,175827.91,127561.91,48266.0,33879,43,27.45
7,Division E - Lifestyle,Off-Price Retailer A,175490.85,175070.29,420.56,41869,29,0.24
7,Division E - Lifestyle,National Retailer B,1543015.94,1203304.55,339711.39,330653,80,22.02
7,Division E - Lifestyle,Department Store D,8087.95,8164.62,-76.67,3325,6,-0.95
7,Division E - Lifestyle,National Retailer A,2228287.63,1741283.14,487004.49,580399,37,21.86
7,Division E - Lifestyle,Specialty Retailer C,62.14,75.33,-13.19,52,18,-21.23
7,Division F - Specialty,Retailer 037,38524.56,22242.43,16282.13,3569,3,42.26
7,Division F - Specialty,Retailer 031,80473.89,52555.59,27918.3,6973,21,34.69
7,Division F - Specialty,Retailer 060,1914.98,1178.28,736.7,94,2,38.47
7,Division F - Specialty,Retailer 042,91274.62,52316.49,38958.13,4983,9,42.68
7,Division F - Specialty,Retailer 027,71024.14,43725.22,27298.92,7178,10,38.44
7,Division F - Specialty,Retailer 064,867.33,491.64,375.69,55,4,43.32
7,Division F - Specialty,Retailer 032,136321.5,84241.34,52080.16,10631,7,38.2
7,Division F - Specialty,Retailer 034,21892.45,15132.7,6759.75,1890,2,30.88
7,Division F - Specialty,Specialty Retailer C,117319.52,71382.38,45937.14,12438,127,39.16
7,Division G - Sports,Retailer 063,19591.7,11172.24,8419.46,820,10,42.97
7,Division G - Sports,Retailer 041,33811.15,19068.89,14742.26,1677,18,43.6
7,Division G - Sports,Retailer 064,3847.41,1769.81,2077.6,132,2,54.0
7,Division G - Sports,Retailer 056,62867.55,39015.46,23852.09,2314,9,37.94
7,Division G - Sports,Retailer 047,39.97,31.96,8.01,3,3,20.04
7,Division G - Sports,Specialty Retailer C,277389.95,151601.0,125788.95,11442,171,45.35
7,Division I - Digital,Retailer 021,172833.46,55772.35,117061.11,4425,810,67.73
8,Division A - Core/Licensed,Retailer 026,574.66,681.32,-106.66,178,3,-18.56
8,Division A - Core/Licensed,Department Store C,126407.86,77004.48,49403.38,20861,19,39.08
8,Division A - Core/Licensed,Off-Price Retailer B,1037197.08,821689.27,215507.81,166008,17,20.78
8,Division A - Core/Licensed,Retailer 067,887.99,623.93,264.06,179,1,29.74
8,Division A - Core/Licensed,Retailer 036,71406.84,51156.41,20250.43,6520,9,28.36
8,Division A - Core/Licensed,Specialty Retailer B,423168.41,334738.23,88430.18,96774,44,20.9
8,Division A - Core/Licensed,Off-Price Retailer C,218532.14,147751.2,70780.94,15407,14,32.39
8,Division A - Core/Licensed,Specialty Retailer D,71613.86,51551.78,20062.08,15079,5,28.01
8,Division A - Core/Licensed,Value Retailer B,406121.43,275791.63,130329.8,48606,26,32.09
8,Division A - Core/Licensed,Value Retailer A,239762.41,146372.67,93389.74,52844,26,38.95
8,Division A - Core/Licensed,Department Store A,1283498.82,946445.75,337053.07,296442,212,26.26
8,Division A - Core/Licensed,Department Store B,758121.1,498140.27,259980.83,126818,187,34.29
8,Division A - Core/Licensed,Retailer 024,113018.74,75621.69,37397.05,24303,8,33.09
8,Division A - Core/Licensed,Retailer 050,11807.92,6518.57,5289.35,1942,2,44.79
8,Division A - Core/Licensed,Specialty Retailer A,2004887.0,1483681.77,521205.23,448999,99,26.0
8,Division A - Core/Licensed,Off-Price Retailer A,100502.29,73898.26,26604.03,25137,14,26.47
8,Division A - Core/Licensed,E-Commerce A,312276.16,221126.13,91150.03,36903,14,29.19
8,Division A - Core/Licensed,Retailer 022,277467.14,166930.21,110536.93,37675,19,39.84
8,Division A - Core/Licensed,National Retailer B,1302587.11,987873.93,314713.18,371282,42,24.16
8,Division A - Core/Licensed,Department Store D,72229.03,51317.79,20911.24,18264,25,28.95
8,Division A - Core/Licensed,Retailer 034,63339.51,29844.74,33494.77,6793,5,52.88
8,Division A - Core/Licensed,National Retailer A,2898672.89,2355781.18,542891.71,704649,124,18.73
8,Division A - Core/Licensed,Retailer 047,547.88,426.48,121.4,74,3,22.16
8,Division A - Core/Licensed,Specialty Retailer C,1638.71,1084.07,554.64,156,1,33.85
8,Division C - Global Brands,Retailer 046,60648.04,36217.77,24430.27,8466,6,40.28
8,Division C - Global Brands,Retailer 023,106286.8,94169.62,12117.18,25036,5,11.4
8,Division C - Global Brands,Retailer 054,32950.28,19561.59,13388.69,4175,47,40.63
8,Division C - Global Brands,Retailer 033,8503.37,4931.69,3571.68,1015,15,42.0
8,Division C - Global Brands,Retailer 026,335379.8,279260.12,56119.68,49903,42,16.73
8,Division C - Global Brands,Department Store C,40423.89,29659.95,10763.94,5705,6,26.63
8,Division C - Global Brands,Retailer 044,81331.63,48507.27,32824.36,9347,36,40.36
8,Division C - Global Brands,Brand Direct A,1220851.92,889298.29,331553.63,176653,653,27.16
8,Division C - Global Brands,Retailer 030,272905.34,258652.53,14252.81,51184,20,5.22
8,Division C - Global Brands,Retailer 070,3858.8,3140.98,717.82,518,29,18.6
8,Division C - Global Brands,Retailer 043,36181.2,52293.08,-16111.88,6446,25,-44.53
8,Division C - Global Brands,Department Store A,51564.82,46986.56,4578.26,11951,18,8.88
8,Division C - Global Brands,Department Store B,677423.09,403639.98,273783.11,65535,187,40.42
8,Division C - Global Brands,Retailer 027,31338.73,19111.29,12227.44,3856,3,39.02
8,Division C - Global Brands,Retailer 051,17490.7,16252.11,1238.59,1745,12,7.08
8,Division C - Global Brands,Off-Price Retailer A,956120.76,675102.11,281018.65,173422,40,29.39
8,Division C - Global Brands,Department Store D,118003.09,81448.68,36554.41,13031,22,30.98
8,Division C - Global Brands,Retailer 047,68383.26,87468.4,-19085.14,23968,2,-27.91
8,Division C - Global Brands,Retailer 055,83809.69,69745.63,14064.06,20123,40,16.78
8,Division C - Global Brands,Specialty Retailer C,120145.41,80722.72,39422.69,11481,563,32.81
8,Division D - Core/Licensed,Retailer 028,6546.56,3762.03,2784.53,1261,2,42.53
8,Division D - Core/Licensed,Retailer 033,27293.73,14781.1,12512.63,4397,10,45.84
8,Division D - Core/Licensed,Retailer 026,11841.21,8532.13,3309.08,2163,2,27.95
8,Division D - Core/Licensed,Department Store C,472035.91,260094.89,211941.02,54448,33,44.9
8,Division D - Core/Licensed,Off-Price Retailer B,953298.56,714838.21,238460.35,162377,23,25.01
8,Division D - Core/Licensed,Retailer 067,2528.62,1389.64,1138.98,355,3,45.04
8,Division D - Core/Licensed,Retailer 036,33869.76,20099.31,13770.45,6083,11,40.66
8,Division D - Core/Licensed,Specialty Retailer B,48338.8,39637.82,8700.98,9388,2,18.0
8,Division D - Core/Licensed,Off-Price Retailer C,129607.09,83863.11,45743.98,8808,17,35.29
8,Division D - Core/Licensed,Retailer 040,117999.53,72193.26,45806.27,17764,16,38.82
8,Division D - Core/Licensed,Specialty Retailer D,131762.49,79202.82,52559.67,11919,4,39.89
8,Division D - Core/Licensed,Value Retailer B,103573.52,56587.79,46985.73,16358,8,45.36
8,Division D - Core/Licensed,Value Retailer A,633312.02,409140.41,224171.61,70902,39,35.4
8,Division D - Core/Licensed,Retailer 039,91377.85,71052.35,20325.5,6965,7,22.24
8,Division D - Core/Licensed,Department Store A,1116842.85,798247.73,318595.12,212515,65,28.53
8,Division D - Core/Licensed,Department Store B,804813.0,564223.83,240589.17,108616,122,29.89
8,Division D - Core/Licensed,Retailer 024,382028.19,268233.84,113794.35,79796,29,29.79
8,Division D - Core/Licensed,Retailer 025,788818.03,504769.17,284048.86,113182,15,36.01
8,Division D - Core/Licensed,Brand Direct B,465412.11,268344.07,197068.04,39290,10,42.34
8,Division D - Core/Licensed,Specialty Retailer A,86006.17,62746.79,23259.38,9876,20,27.04
8,Division D - Core/Licensed,Off-Price Retailer A,2255273.55,1771052.23,484221.32,447626,120,21.47
8,Division D - Core/Licensed,E-Commerce A,239445.34,159812.78,79632.56,48720,19,33.26
8,Division D - Core/Licensed,National Retailer B,1173624.82,751215.68,422409.14,252525,34,35.99
8,Division D - Core/Licensed,Retailer 053,25113.83,13940.9,11172.93,4839,6,44.49
8,Division D - Core/Licensed,Department Store E,1001267.74,750282.2,250985.54,87470,39,25.07
8,Division D - Core/Licensed,Retailer 069,2818.81,1790.06,1028.75,295,8,36.5
8,Division D - Core/Licensed,National Retailer A,3121007.68,2399748.89,721258.79,799112,21,23.11
8,Division D - Core/Licensed,Retailer 047,69.34,49.82,19.52,26,2,28.15
8,Division D - Core/Licensed,Specialty Retailer C,2684.77,1781.61,903.16,104,6,33.64
8,Division E - Lifestyle,Department Store C,19238.77,13222.77,6016.0,1629,9,31.27
8,Division E - Lifestyle,Off-Price Retailer B,81605.56,60929.05,20676.51,18726,2,25.34
8,Division E - Lifestyle,Specialty Retailer B,176819.61,137492.49,39327.12,19773,4,22.24
8,Division E - Lifestyle,Off-Price Retailer C,27788.74,20371.81,7416.93,3236,4,26.69
8,Division E - Lifestyle,Retailer 040,25595.99,18196.74,7399.25,5548,17,28.91
8,Division E - Lifestyle,Specialty Retailer D,39897.03,27872.22,12024.81,5128,6,30.14
8,Division E - Lifestyle,Value Retailer A,177260.02,122016.43,55243.59,30088,30,31.17
8,Division E - Lifestyle,Department Store A,3555283.39,2935151.45,620131.94,727317,454,17.44
8,Division E - Lifestyle,Department Store B,397866.88,296194.66,101672.22,70717,177,25.55
8,Division E - Lifestyle,Brand Direct B,71784.93,50135.58,21649.35,14647,4,30.16
8,Division E - Lifestyle,Specialty Retailer A,444235.73,332563.07,111672.66,81779,31,25.14
8,Division E - Lifestyle,Off-Price Retailer A,103594.6,82489.67,21104.93,39352,16,20.37
8,Division E - Lifestyle,National Retailer B,1543732.25,1197573.2,346159.05,382163,52,22.42
8,Division E - Lifestyle,National Retailer A,721922.86,565923.29,155999.57,178783,42,21.61
8,Division E - Lifestyle,Specialty Retailer C,2.31,27.64,-25.33,10,9,-1096.54
8,Division F - Specialty,Retailer 037,99282.38,61158.44,38123.94,7816,9,38.4
8,Division F - Specialty,Retailer 062,13763.13,8304.78,5458.35,1994,13,39.66
8,Division F - Specialty,Retailer 031,117210.48,71722.58,45487.9,7150,23,38.81
8,Division F - Specialty,Retailer 060,1984.05,939.4,1044.65,109,7,52.65
8,Division F - Specialty,Retailer 042,11138.36,5786.31,5352.05,627,2,48.05
8,Division F - Specialty,Retailer 027,231252.23,140173.22,91079.01,17544,8,39.39
8,Division F - Specialty,Retailer 064,144.9,103.61,41.29,8,1,28.5
8,Division F - Specialty,Retailer 032,171163.71,111470.34,59693.37,14812,15,34.88
8,Division F - Specialty,Retailer 034,32270.5,20258.7,12011.8,2926,2,37.22
8,Division F - Specialty,Specialty Retailer C,102428.18,59629.83,42798.35,7450,153,41.78
8,Division G - Sports,Retailer 060,904.76,581.11,323.65,61,7,35.77
8,Division G - Sports,Retailer 063,12531.61,7030.17,5501.44,620,8,43.9
8,Division G - Sports,Retailer 041,226802.04,140795.76,86006.28,8497,115,37.92
8,Division G - Sports,Retailer 027,68049.84,38067.9,29981.94,3127,62,44.06
8,Division G - Sports,Retailer 056,47937.97,28050.64,19887.33,1952,13,41.49
8,Division G - Sports,Retailer 032,8032.95,5269.43,2763.52,638,3,34.4
8,Division G - Sports,Specialty Retailer C,122847.86,69385.15,53462.71,4958,121,43.52
8,Division H - Marketplace,Retailer 054,0.0,0.0,0.0,1,1,0.0
8,Division I - Digital,Retailer 021,152873.2,49380.93,103492.27,4024,941,67.7
9,Division A - Core/Licensed,Retailer 028,7609.0,5378.98,2230.02,628,2,29.31
9,Division A - Core/Licensed,Retailer 033,23235.74,15536.5,7699.24,5440,8,33.14
9,Division A - Core/Licensed,Retailer 026,31252.98,29009.92,2243.06,7518,8,7.18
9,Division A - Core/Licensed,Department Store C,221903.99,132218.43,89685.56,38035,24,40.42
9,Division A - Core/Licensed,Off-Price Retailer B,620431.71,457339.02,163092.69,90432,12,26.29
9,Division A - Core/Licensed,Retailer 044,86524.91,54900.05,31624.86,18599,12,36.55
9,Division A - Core/Licensed,Specialty Retailer B,492005.42,379936.9,112068.52,95629,47,22.78
9,Division A - Core/Licensed,Retailer 035,26390.11,18170.15,8219.96,5403,2,31.15
9,Division A - Core/Licensed,Off-Price Retailer C,420079.99,276052.82,144027.17,32300,18,34.29
9,Division A - Core/Licensed,Specialty Retailer D,8248.41,6103.83,2144.58,1628,1,26.0
9,Division A - Core/Licensed,Retailer 038,262471.08,150533.64,111937.44,14689,1,42.65
9,Division A - Core/Licensed,Value Retailer B,450049.33,302194.38,147854.95,54220,35,32.85
9,Division A - Core/Licensed,Value Retailer A,263677.38,180415.49,83261.89,42840,27,31.58
9,Division A - Core/Licensed,Department Store A,1330805.99,982550.66,348255.33,300508,187,26.17
9,Division A - Core/Licensed,Department Store B,1491326.97,945241.04,546085.93,135906,161,36.62
9,Division A - Core/Licensed,Retailer 024,41429.86,26817.41,14612.45,9859,3,35.27
9,Division A - Core/Licensed,Brand Direct B,26646.71,16721.47,9925.24,4277,3,37.25
9,Division A - Core/Licensed,Retailer 050,2715.27,1466.89,1248.38,537,1,45.98
9,Division A - Core/Licensed,Specialty Retailer A,2135790.7,1515042.48,620748.22,477162,115,29.06
9,Division A - Core/Licensed,Off-Price Retailer A,49297.03,34709.59,14587.44,12419,4,29.59
9,Division A - Core/Licensed,E-Commerce A,222464.31,147405.31,75059.0,34136,8,33.74
9,Division A - Core/Licensed,Retailer 022,973067.33,627214.59,345852.74,154318,29,35.54
9,Division A - Core/Licensed,National Retailer B,4131882.96,3060628.23,1071254.73,783472,81,25.93
9,Division A - Core/Licensed,Department Store D,196510.34,163483.76,33026.58,17886,10,16.81
9,Division A - Core/Licensed,Retailer 034,20799.87,10774.33,10025.54,1942,2,48.2
9,Division A - Core/Licensed,National Retailer A,8728795.85,6963836.12,1764959.73,1572516,168,20.22
9,Division A - Core/Licensed,Specialty Retailer C,1920270.59,1370587.7,549682.89,209442,27,28.63
9,Division C - Global Brands,Retailer 046,78853.73,54278.83,24574.9,6917,6,31.17
9,Division C - Global Brands,Retailer 023,369082.38,332579.79,36502.59,78094,24,9.89
9,Division C - Global Brands,Retailer 054,11908.26,6997.14,4911.12,1396,25,41.24
9,Division C - Global Brands,Retailer 033,9686.24,5605.43,4080.81,1350,14,42.13
9,Division C - Global Brands,Retailer 026,194770.01,159690.08,35079.93,31362,33,18.01
9,Division C - Global Brands,Department Store C,487297.5,330595.48,156702.02,76177,34,32.16
9,Division C - Global Brands,Retailer 044,9060.04,5313.87,3746.17,1046,20,41.35
9,Division C - Global Brands,Specialty Retailer B,86108.6,57040.02,29068.58,15228,7,33.76
9,Division C - Global Brands,Brand Direct A,1354818.84,1001124.86,353693.98,208591,752,26.11
9,Division C - Global Brands,Retailer 061,34927.07,21674.1,13252.97,3685,6,37.94
9,Division C - Global Brands,Retailer 049,24489.88,18799.22,5690.66,5097,8,23.24
9,Division C - Global Brands,Retailer 043,29686.21,42537.64,-12851.43,5047,65,-43.29
9,Division C - Global Brands,Department Store A,91520.83,81296.17,10224.66,23578,13,11.17
9,Division C - Global Brands,Department Store B,242955.64,156955.8,85999.84,18104,120,35.4
9,Division C - Global Brands,Retailer 051,28746.48,24290.57,4455.91,2251,39,15.5
9,Division C - Global Brands,Off-Price Retailer A,224386.35,181697.3,42689.05,47476,2,19.02
9,Division C - Global Brands,Retailer 048,18330.35,19215.02,-884.67,4010,13,-4.83
9,Division C - Global Brands,Department Store D,24275.64,19954.58,4321.06,4931,9,17.8
9,Division C - Global Brands,Specialty Retailer C,36959.76,21072.7,15887.06,2523,277,42.98
9,Division D - Core/Licensed,Retailer 028,265479.33,181298.0,84181.33,26475,9,31.71
9,Division D - Core/Licensed,Retailer 033,17774.14,9205.73,8568.41,2961,13,48.21
9,Division D - Core/Licensed,Retailer 026,36185.34,23177.61,13007.73,8576,6,35.95
9,Division D - Core/Licensed,Department Store C,295986.76,216467.7,79519.06,35531,20,26.87
9,Division D - Core/Licensed,Off-Price Retailer B,331059.17,248993.61,82065.56,82736,23,24.79
9,Division D - Core/Licensed,Retailer 067,1284.46,891.46,393.0,132,1,30.6
9,Division D - Core/Licensed,Retailer 036,2840.75,1989.87,850.88,507,3,29.95
9,Division D - Core/Licensed,Specialty Retailer B,218510.19,169692.04,48818.15,35036,11,22.34
9,Division D - Core/Licensed,Off-Price Retailer C,102120.42,65729.81,36390.61,5109,7,35.63
9,Division D - Core/Licensed,Retailer 040,73827.57,45508.64,28318.93,10827,10,38.36
9,Division D - Core/Licensed,Specialty Retailer D,28783.48,19655.01,9128.47,2230,1,31.71
9,Division D - Core/Licensed,Value Retailer B,502276.39,305176.45,197099.94,65272,30,39.24
9,Division D - Core/Licensed,Value Retailer A,124927.95,80201.42,44726.53,17484,13,35.8
9,Division D - Core/Licensed,Retailer 039,192657.14,160282.37,32374.77,18570,28,16.8
9,Division D - Core/Licensed,Department Store A,967316.75,731755.62,235561.13,161729,40,24.35
9,Division D - Core/Licensed,Department Store B,854374.74,599830.53,254544.21,134822,138,29.79
9,Division D - Core/Licensed,Retailer 024,227537.25,154358.95,73178.3,45355,25,32.16
9,Division D - Core/Licensed,Retailer 025,1093799.13,722521.59,371277.54,140019,20,33.94
9,Division D - Core/Licensed,Brand Direct B,119252.33,80291.87,38960.46,9765,2,32.67
9,Division D - Core/Licensed,Specialty Retailer A,361162.47,263302.37,97860.1,55122,27,27.1
9,Division D - Core/Licensed,Off-Price Retailer A,2196587.3,1667810.98,528776.32,350934,78,24.07
9,Division D - Core/Licensed,E-Commerce A,749646.05,504497.49,245148.56,90438,28,32.7
9,Division D - Core/Licensed,National Retailer B,5853159.93,3938159.68,1915000.25,967969,75,32.72
9,Division D - Core/Licensed,Department Store E,561137.64,428081.54,133056.1,47640,18,23.71
9,Division D - Core/Licensed,Retailer 069,2464.46,1548.92,915.54,296,6,37.15
9,Division D - Core/Licensed,National Retailer A,1446083.22,1093475.21,352608.01,318461,22,24.38
9,Division D - Core/Licensed,Specialty Retailer C,1.87,10.23,-8.36,4,1,-447.06
9,Division E - Lifestyle,Department Store C,94587.26,52391.37,42195.89,13693,18,44.61
9,Division E - Lifestyle,Specialty Retailer B,490911.89,370675.81,120236.08,71693,15,24.49
9,Division E - Lifestyle,Off-Price Retailer C,191620.48,137132.89,54487.59,13902,5,28.44
9,Division E - Lifestyle,Retailer 040,42389.33,29177.99,13211.34,7431,23,31.17
9,Division E - Lifestyle,Specialty Retailer D,139861.27,86276.57,53584.7,15514,15,38.31
9,Division E - Lifestyle,Value Retailer A,135073.68,96071.56,39002.12,28415,23,28.87
9,Division E - Lifestyle,Department Store A,3058489.71,2449806.68,608683.03,630268,458,19.9
9,Division E - Lifestyle,Department Store B,1284101.0,854568.41,429532.59,145783,105,33.45
9,Division E - Lifestyle,Specialty Retailer A,433862.63,328163.93,105698.7,98716,44,24.36
9,Division E - Lifestyle,Off-Price Retailer A,298503.27,222476.14,76027.13,73297,26,25.47
9,Division E - Lifestyle,National Retailer B,2480182.88,1976063.46,504119.42,422683,68,20.33
9,Division E - Lifestyle,National Retailer A,5747726.96,4392776.23,1354950.73,961278,84,23.57
9,Division F - Specialty,Retailer 037,58352.53,33506.71,24845.82,4757,5,42.58
9,Division F - Specialty,Retailer 066,13587.17,7489.05,6098.12,969,3,44.88
9,Division F - Specialty,Retailer 031,137888.29,89546.06,48342.23,9587,27,35.06
9,Division F - Specialty,Retailer 060,185.29,114.24,71.05,9,1,38.35
9,Division F - Specialty,Retailer 050,37628.01,21459.14,16168.87,1773,5,42.97
9,Division F - Specialty,Retailer 027,95545.87,59804.31,35741.56,6913,10,37.41
9,Division F - Specialty,Retailer 064,178.21,131.6,46.61,10,1,26.15
9,Division F - Specialty,Retailer 032,51997.92,35255.8,16742.12,3841,3,32.2
9,Division F - Specialty,Retailer 034,41696.35,25037.66,16658.69,3404,2,39.95
9,Division F - Specialty,Retailer 047,24.85,16.21,8.64,2,2,34.77
9,Division F - Specialty,Specialty Retailer C,37828.71,26409.82,11418.89,2147,149,30.19
9,Division G - Sports,Retailer 060,3078.49,1751.57,1326.92,125,9,43.1
9,Division G - Sports,Retailer 041,142411.34,77063.49,65347.85,6876,61,45.89
9,Division G - Sports,Retailer 056,12410.35,6305.25,6105.1,679,4,49.19
9,Division G - Sports,Retailer 047,57.3,41.09,16.21,4,3,28.29
9,Division G - Sports,Specialty Retailer C,126664.67,69616.19,57048.48,5427,122,45.04
9,Division H - Marketplace,Retailer 054,0.0,0.0,0.0,3,1,0.0
9,Division I - Digital,Retailer 021,1467419.67,424023.55,1043396.12,30176,1144,71.1
10,Division A - Core/Licensed,Retailer 026,15282.17,11168.92,4113.25,2863,4,26.92
10,Division A - Core/Licensed,Department Store C,198404.47,116459.84,81944.63,34489,22,41.3
10,Division A - Core/Licensed,Off-Price Retailer B,51159.04,39034.3,12124.74,14077,8,23.7
10,Division A - Core/Licensed,Retailer 036,54911.28,39106.3,15804.98,7565,16,28.78
10,Division A - Core/Licensed,Retailer 044,110654.87,69961.74,40693.13,24772,22,36.77
